"message_id","id","type","trx_type","amount","transaction_date","end_to_end_id","payer_identification","payer_mobile_no","payer_alias_name","payee_identification","payee_mobile_no","payee_alias_name","terminal_id","group_merch_id","consumer_id","filler","invoice_no","network_fee","interchange_fee","payee_bank","payer_bank","point_of_initiation_method","merchant_category_code","tip_or_convenience_indicator","tip_surcharge","country_code","merchant_name","merchant_city","state","reason","onus","additional_info"
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO800P1Z2,CR,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO800P1Z2,WLTI001M0096895234871,"0096895234871",ALIX95234871@WLTI,WLTI001M0096895234874,"0096895234874",ALIX95234874@WLTI,,,,,,,,WLTI,WLTI,,,,,,Ali ###ssan,,ACSC,,true,
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO600P1ZA,CR,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO600P1ZA,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,WLTI001M0096892000178,"0096892000178",USER3@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni####ashi,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO200P228,CR,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO200P228,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,WLTI001M0096892000178,"0096892000178",USER3@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni####ashi,,RJCT,1001,true,Payment Timed Out
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO700P2S7,CR,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO700P2S7,WLTI001M0096891002030,"0096891002030",KARINMAIN@WLTI,WLTI001M0096890000250,"0096890000250",KARINATEST@WLTI,,,,,,,,WLTI,WLTI,,,,,,Kari### UAT,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO500P2UD,CR,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO500P2UD,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Char##s  R,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO600P2HM,CR,MT-P2P-AA,10.0000,2024-06-24,WLTIBFO600P2HM,WLTI001M0096890088882,"0096890088882",RAVI90088882@WLTI,WLTI001M0096890077777,"0096890077777",BRAM90077777@WLTI,,,,,,,,WLTI,WLTI,,,,,,Bramh  K,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO800P37I,CR,MT-P2P-AA,9.0000,2024-06-24,WLTIBFO800P37I,WLTI001M0096890088882,"0096890088882",RAVI90088882@WLTI,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jaya####n  T,,RJCT,1001,true,Payment Timed Out
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO200P37W,CR,MT-P2P-AA,10.0000,2024-06-24,WLTIBFO200P37W,WLTI001M0096890088882,"0096890088882",RAVI90088882@WLTI,WLTI001M0096890077777,"0096890077777",BRAM90077777@WLTI,,,,,,,,WLTI,WLTI,,,,,,Bramh  K,,RJCT,1001,true,Payment Timed Out
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO400P3AG,CR,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO400P3AG,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096890999978,"0096890999978",KNEE@WLTI,,,,,,,,WLTI,WLTI,,,,,,petr########yttl,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO200P2LE,CR,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO200P2LE,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Char##s  R,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO600P2N6,CR,MT-P2P-AA,10.0000,2024-06-24,WLTIBFO600P2N6,WLTI001M0096890088882,"0096890088882",RAVI90088882@WLTI,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jaya####n  T,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO600P2NG,CR,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO600P2NG,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,WLTI001M0096892000178,"0096892000178",USER3@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni####ashi,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO200P2NM,CR,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO200P2NM,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jaya####n  T,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO200P2OG,CR,MT-P2P-AA,9.0000,2024-06-24,WLTIBFO200P2OG,WLTI001M0096890088882,"0096890088882",RAVI90088882@WLTI,WLTI001M0096890077777,"0096890077777",BRAM90077777@WLTI,,,,,,,,WLTI,WLTI,,,,,,Bramh  K,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO800P2O2,CR,MT-P2P-AA,10.0000,2024-06-24,WLTIBFO800P2O2,WLTI001M0096890088882,"0096890088882",RAVI90088882@WLTI,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jaya####n  T,,RJCT,1001,true,Payment Timed Out
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO800P3E6,CR,MT-P2P-AA,10.0000,2024-06-24,WLTIBFO800P3E6,WLTI001M0096890088882,"0096890088882",RAVI90088882@WLTI,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jaya####n  T,,RJCT,1001,true,Payment Timed Out
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO700P3DV,CR,MT-P2P-AA,9.0000,2024-06-24,WLTIBFO700P3DV,WLTI001M0096890088882,"0096890088882",RAVI90088882@WLTI,WLTI001M0096890077777,"0096890077777",BRAM90077777@WLTI,,,,,,,,WLTI,WLTI,,,,,,Bramh  K,,RJCT,1001,true,Payment Timed Out
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO200P3GI,CR,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO200P3GI,WLTI001M0096899967533,"0096899967533",MELI99967533@WLTI,WLTI001M0096890123459,"0096890123459",LUKA90123459@WLTI,,,,,,,,WLTI,WLTI,,,,,,Luka######icek,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO100P2RR,CR,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO100P2RR,WLTI001M0096899967533,"0096899967533",MELI99967533@WLTI,WLTI001M0096890123459,"0096890123459",LUKA90123459@WLTI,,,,,,,,WLTI,WLTI,,,,,,Luka######icek,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO100P3KD,CR,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO100P3KD,WLTI001M0096894242424,"0096894242424",ROBIN@WLTI,WLTI001M0096895234870,"0096895234870",ALIX95234870@WLTI,,,,,,,,WLTI,WLTI,,,,,,Ali ##estt,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO300P3L9,CR,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO300P3L9,WLTI001M0096899967533,"0096899967533",MELI99967533@WLTI,WLTI001M0096890123459,"0096890123459",LUKA90123459@WLTI,,,,,,,,WLTI,WLTI,,,,,,Luka######icek,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO300P4DV,CR,MT-P2P-AA,3.0000,2024-06-24,WLTIBFO300P4DV,WLTI001M0096890000250,"0096890000250",KARINATEST@WLTI,WLTI001M0096891002030,"0096891002030",KARINMAIN@WLTI,,,,,,,,WLTI,WLTI,,,,,,Kari##########ting,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO100P3OJ,CR,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO100P3OJ,WLTI001M0096890000250,"0096890000250",KARINATEST@WLTI,WLTI001M0096891002030,"0096891002030",KARINMAIN@WLTI,,,,,,,,WLTI,WLTI,,,,,,Kari##########ting,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO300P4PT,CR,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO300P4PT,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jaya####n  T,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO900P441,CR,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO900P441,WLTI001M0096890090201,"0096890090201",JANXX@WLTI,WLTI001M0096890050200,"0096890050200",NIGH90050200@WLTI,,,,,,,,WLTI,WLTI,,,,,,Nigh######wler,,RJCT,1001,true,Payment Timed Out
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO500P5Z5,CR,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO500P5Z5,WLTI001M0096890007070,"0096890007070",KARI90007070@WLTI,WLTI001M0096890000250,"0096890000250",KARINATEST@WLTI,,,,,,,,WLTI,WLTI,,,,,,Kari### UAT,,RJCT,1001,true,Payment Timed Out
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO900P5DL,CR,MT-P2P-AA,7.0000,2024-06-24,WLTIBFO900P5DL,WLTI001M0096890123459,"0096890123459",LUKA90123459@WLTI,WLTI001M0096896026623,"0096896026623",BARA96026623@WLTI,,,,,,,,WLTI,WLTI,,,,,,Bara######kova,,RJCT,1001,true,Payment Timed Out
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO800OYZU,DB,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO800OYZU,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Marv#l  S,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO200OZ08,DB,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO200OZ08,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Marv#l  S,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO400OYZQ,DB,MT-P2P-AA,3.0000,2024-06-24,WLTIBFO400OYZQ,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Marv#l  S,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO400OZ00,DB,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO400OZ00,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Marv#l  S,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO600OZPM,DB,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO600OZPM,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Marv#l  S,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO500OZ15,DB,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO500OZ15,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Marv#l  S,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO900OZU5,DB,MT-P2P-AA,0.1000,2024-06-24,WLTIBFO900OZU5,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096890999978,"0096890999978",KNEE@WLTI,,,,,,,,WLTI,WLTI,,,,,,Marv#l  S,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO500OZUV,DB,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO500OZUV,WLTI001M0096890999978,"0096890999978",KNEE@WLTI,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,,,,,,,,WLTI,WLTI,,,,,,petr########yttl,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO900OZ6J,DB,MT-P2P-AA,4.0000,2024-06-24,WLTIBFO900OZ6J,WLTI001M0096890999978,"0096890999978",KNEE@WLTI,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,,,,,,,,WLTI,WLTI,,,,,,petr########yttl,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO500OZW9,DB,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO500OZW9,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,,,,,,,,WLTI,WLTI,,,,,,Char##s  R,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO200OZWG,DB,MT-P2P-AA,2.0000,2024-06-24,WLTIBFO200OZWG,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Marv#l  S,,ACSC,,true,
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO500OZWT,DB,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO500OZWT,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Marv#l  S,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO500OZX3,DB,MT-P2P-AA,4.0000,2024-06-24,WLTIBFO500OZX3,WLTI001M0096890999978,"0096890999978",KNEE@WLTI,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,,,,,,,,WLTI,WLTI,,,,,,petr########yttl,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO800OZCM,DB,MT-P2P-AA,3.0000,2024-06-24,WLTIBFO800OZCM,WLTI001M0096890000250,"0096890000250",KARINATEST@WLTI,WLTI001M0096891002030,"0096891002030",KARINMAIN@WLTI,,,,,,,,WLTI,WLTI,,,,,,Kari### UAT,,ACSC,,true,
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO400OZF0,DB,MT-P2P-AA,5.0000,2024-06-24,WLTIBFO400OZF0,WLTI001M0096890999978,"0096890999978",KNEE@WLTI,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,,,,,,,,WLTI,WLTI,,,,,,petr########yttl,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO400P04U,DB,MT-P2P-AA,5.0000,2024-06-24,WLTIBFO400P04U,WLTI001M0096890999978,"0096890999978",KNEE@WLTI,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,,,,,,,,WLTI,WLTI,,,,,,petr########yttl,,ACSC,,true,
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO300P08Z,DB,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO300P08Z,WLTI001M0096895234871,"0096895234871",ALIX95234871@WLTI,WLTI001M0096895234870,"0096895234870",ALIX95234870@WLTI,,,,,,,,WLTI,WLTI,,,,,,Ali #Test,,ACSC,,true,
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO000P0S2,DB,MT-P2P-AA,5.0000,2024-06-24,WLTIBFO000P0S2,WLTI001M0096890797979,"0096890797979",VASI90797979@WLTI,WLTI001M0096890123459,"0096890123459",LUKA90123459@WLTI,,,,,,,,WLTI,WLTI,,,,,,Vasi########asik,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO200P1HY,DB,MT-P2P-AA,5.0000,2024-06-24,WLTIBFO200P1HY,WLTI001M0096890123459,"0096890123459",LUKA90123459@WLTI,WLTI001M0096890797979,"0096890797979",VASI90797979@WLTI,,,,,,,,WLTI,WLTI,,,,,,Luka######icek,,ACSC,,true,
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO600P0RY,DB,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO600P0RY,WLTI001M0096894001834,"0096894001834",JOHN94001834@WLTI,WLTI001M0096894001833,"0096894001833",JOHN94001833@WLTI,,,,,,,,WLTI,WLTI,,,,,,John###### Doe,,RJCT,10,true,Transaction not permitted
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO800P1J8,DB,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO800P1J8,WLTI001M0096894000859,"0096894000859",JOHN94000859@WLTI,WLTI001M0096894000860,"0096894000860",JOHN94000860@WLTI,,,,,,,,WLTI,WLTI,,,,,,John###### Doe,,RJCT,10,true,Transaction not permitted
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO400P0WM,DB,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO400P0WM,WLTI001M0096894002640,"0096894002640",JOHN94002640@WLTI,WLTI001M0096894002640,"0096894002640",JOHN94002640@WLTI,,,,,,,,WLTI,WLTI,,,,,,John###### Doe,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO900P0Y5,DB,MT-P2P-AA,5.0000,2024-06-24,WLTIBFO900P0Y5,WLTI001M0096890123459,"0096890123459",LUKA90123459@WLTI,WLTI001M0096890797979,"0096890797979",VASI90797979@WLTI,,,,,,,,WLTI,WLTI,,,,,,Luka######icek,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO900P10N,DB,MT-P2P-AA,6.0000,2024-06-24,WLTIBFO900P10N,WLTI001M0096890123459,"0096890123459",LUKA90123459@WLTI,WLTI001M0096890797979,"0096890797979",VASI90797979@WLTI,,,,,,,,WLTI,WLTI,,,,,,Luka######icek,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO100P11T,DB,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO100P11T,WLTI001M0096890090201,"0096890090201",JANXX@WLTI,WLTI001M0096892288651,"0096892288651",CHARLIE88651@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jan ######ilek,,ACSC,,true,
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO900P1TJ,DB,MT-P2P-AA,1.0000,2024-06-24,WLTIBFO900P1TJ,WLTI001M0096892000765,"0096892000765",ETNI92000765@WLTI,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni####ashi,,RJCT,1105,true,Reply timeout reached
ID:htmpca02-44779-1719124192345-1:10:241:1:1,WLTIBFO800P4DQ,DB,MT-P2P-AA,3.0000,2024-06-24,WLTIBFO800P4DQ,WLTI001M0096890000250,"0096890000250",KARINATEST@WLTI,WLTI001M0096891002030,"0096891002030",KARINMAIN@WLTI,,,,,,,,WLTI,WLTI,,,,,,Kari### UAT,,RJCT,1105,true,Reply timeout reached
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP200P6ZQ,CR,MT-P2P-AA,2.0000,2024-06-26,WLTIBFP200P6ZQ,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jaya####n  T,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP000P84S,CR,MT-P2P-AA,2.0000,2024-06-26,WLTIBFP000P84S,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,,,,,,,,WLTI,WLTI,,,,,,Marv#l  S,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP300P7RJ,CR,MT-P2P-AA,1.0000,2024-06-26,WLTIBFP300P7RJ,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Char##s  R,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP000P5SW,CR,MT-P2P-AA,1.0000,2024-06-26,WLTIBFP000P5SW,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Char##s  R,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP100P7QX,CR,MT-P2P-AA,2.0000,2024-06-26,WLTIBFP100P7QX,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jaya####n  T,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP200P6K6,CR,MT-P2P-AA,2.0000,2024-06-26,WLTIBFP200P6K6,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jaya####n  T,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP800P8UA,CR,MT-P2P-AA,1.0000,2024-06-26,WLTIBFP800P8UA,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Char##s  R,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP000P90G,CR,MT-P2P-AA,10.0000,2024-06-26,WLTIBFP000P90G,WLTI001M0096890088882,"0096890088882",RAVI90088882@WLTI,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jaya####n  T,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP500P78F,CR,MT-P2P-AA,10.0000,2024-06-26,WLTIBFP500P78F,WLTI001M0096890088882,"0096890088882",RAVI90088882@WLTI,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jaya####n  T,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP800P74M,CR,MT-P2P-AA,10.0000,2024-06-26,WLTIBFP800P74M,WLTI001M0096890088882,"0096890088882",RAVI90088882@WLTI,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,,,,,,,,WLTI,WLTI,,,,,,Jaya####n  T,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP800P6Z2,CR,MT-P2P-AA,1.0000,2024-06-26,WLTIBFP800P6Z2,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Char##s  R,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP400P838,CR,MT-P2P-AA,1.0000,2024-06-26,WLTIBFP400P838,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Char##s  R,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP200P6ZG,CR,MT-P2P-AA,1.0000,2024-06-26,WLTIBFP200P6ZG,WLTI001M0096899099090,"0096899099090",MARV99099090@WLTI,WLTI001M0096899099092,"0096899099092",CHAR99099092@WLTI,,,,,,,,WLTI,WLTI,,,,,,Char##s  R,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP900P5RR,CR,MT-P2P-AA,1.0000,2024-06-26,WLTIBFP900P5RR,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,WLTI001M0096892000178,"0096892000178",USER3@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni####ashi,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP800P6KW,CR,MT-P2P-AA,0.1000,2024-06-26,WLTIBFP800P6KW,WLTI001M0096890090201,"0096890090201",JANXX@WLTI,WLTI001M0096890050200,"0096890050200",NIGH90050200@WLTI,,,,,,,,WLTI,WLTI,,,,,,Nigh######wler,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP900P87J,CR,MT-P2P-AA,2.0000,2024-06-26,WLTIBFP900P87J,WLTI001M0096896096050,"0096896096050",JAYA96096050@WLTI,WLTI001M0096894222278,"0096894222278",HENN94222278@WLTI,,,,,,,,WLTI,WLTI,,,,,,Henna  P,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP600P6KA,CR,MT-P2P-AA,1.0000,2024-06-26,WLTIBFP600P6KA,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,WLTI001M0096892000178,"0096892000178",USER3@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni####ashi,,RJCT,1001,true,Payment Timed Out
ID:htmpca01-43311-1719390471596-1:7:54:1:2,WLTIBFP300P9QX,CR,MT-P2P-AA,1.0000,2024-06-26,WLTIBFP300P9QX,WLTI001M0096892000100,"0096892000100",ETNIK@WLTI,WLTI001M0096892000300,"0096892000300",ETNIKG@WLTI,,,,,,,,WLTI,WLTI,,,,,,Etni####ashi,,RJCT,1001,true,Payment Timed Out
